ioc,ioc_type,original_ioc,hunt_ioc,hunt_ioc_type,threat_campaign,malware_family,threat_actor,source_organization,source_article,source_url,article_published_date,ioc_first_seen,ioc_last_seen,confidence,status,notes
98.142.252.140,ipv4,98.142.252.140,98.142.252.140,ip,SectopRAT embedded in tampered legitimate software,SectopRAT (ArechClient2),Unknown,FortiGuard Labs,Uncovering a SectopRAT Variant Embedded in Legitimate Software,https://www.fortinet.com/jp/blog/threat-research/uncovering-a-sectoprat-variant-embedded-in-legitimate-software,2026-09-24T12:00:00Z,,,99,NEW,"C2 address disclosed in the technical analysis; hunt the IP only, without the port."
