IOCValue,IOCType,ThreatName,MalwareFamily,ThreatActor,Campaign,SourceOrganization,SourceArticleTitle,SourceURL,ArticlePublishedDate,ArticleUpdatedDate,IOCFirstSeen,IOCLastSeen,DateCollected,Confidence,Severity,FreshnessScore,HuntingValue,OverallScore,RecommendedLookbackDays,RequestedLookbackDays,AvailableLookbackDays,EffectiveLookbackDays,MITRETechnique,Notes,ExplicitlyLabeled,TechnicalContext,SharedInfrastructure,SourceCount,IndependentSourceCount,ChangeStatus,Sources
91.92.43.245,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
93.152.223.161,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
93.152.224.139,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
94.26.83.206,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
94.26.90.126,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
94.26.90.65,ipv4,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,82,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
airduct1.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
amalqasehselangor.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
analysis-id-lfg.info,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
annamaclean.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
arushigupta.life,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
ascendpopdownloadtoday.monster,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
asiana-online.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
betesebplus.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
bluemountainloan.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
boardgamepix.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
boundpopclickgetfile.monster,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
breadcabin.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
canflymarketing.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
chatgpt-web.vip,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
clickzona.net,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
cloudflare-check.net,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
connorkimble.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
daleeby.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
di-il.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
dutyfrees.digital,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
familyonlinestore.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
flarclod.top,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
gardelectricalcontracting.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
