IOCValue,IOCType,ThreatName,MalwareFamily,ThreatActor,Campaign,SourceOrganization,SourceArticleTitle,SourceURL,ArticlePublishedDate,ArticleUpdatedDate,IOCFirstSeen,IOCLastSeen,DateCollected,Confidence,Severity,FreshnessScore,HuntingValue,OverallScore,RecommendedLookbackDays,RequestedLookbackDays,AvailableLookbackDays,EffectiveLookbackDays,MITRETechnique,Notes,ExplicitlyLabeled,TechnicalContext,SharedInfrastructure,SourceCount,IndependentSourceCount,ChangeStatus,Sources
golfcoursetravel.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
golftucsonarizona.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
hanbayjewellery.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
hestiamortgages.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
id-ll.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
ilaumachque.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
interactivsbroker.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
islamjamal.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
josephtoone.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
jouncepopdownloadnow.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
jumppopdownloadsecret.monster,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
kawaiininjaclub.cfd,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
lastdayornot.top,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
launchingramps.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
leosafari.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
lewdstories.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
lionheadsl.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
locoaudio.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
lyxorgbs.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
maidsradar.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
medfinadvisory.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
nanakshahicoin.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
onlineprivacyprotect.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
photobyroyan.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
pigeononpinguin.top,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
ploutouscapitalus.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
plumber-charlotte.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
premiumfastloans.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
primemarkets360.com,domain,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,,,,Sekoia.io,Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework,https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework,2026-09-21T00:00:00Z,,,,2026-09-21T13:00:00.180532Z,74,6,20,100,81,30,30,30,30,,,True,True,False,1,1,NEW,"[{""organization"": ""Sekoia.io"", ""article_title"": ""Exvicy: A Copycat of the ErrTraffic Malware Distribution Framework"", ""url"": ""https://www.sekoia.com/blog/exvicy-a-copycat-of-the-errtraffic-malware-distribution-framework"", ""published_at"": ""2026-09-21T00:00:00Z"", ""updated_at"": null, ""reliability"": 0.88, ""source_id"": ""sekoia-io"", ""source_role"": ""primary"", ""evidence_tier"": 2, ""retrieval_method"": ""conditional-publication-index"", ""collection_start"": ""2026-09-20T13:00:00.081404Z"", ""discovery_context"": []}]"
