IOCValue,IOCType,ThreatName,MalwareFamily,ThreatActor,Campaign,SourceOrganization,SourceArticleTitle,SourceURL,ArticlePublishedDate,ArticleUpdatedDate,IOCFirstSeen,IOCLastSeen,DateCollected,Confidence,Severity,FreshnessScore,HuntingValue,OverallScore,RecommendedLookbackDays,RequestedLookbackDays,AvailableLookbackDays,EffectiveLookbackDays,MITRETechnique,Notes,SharedInfrastructure,SourceCount,ChangeStatus,Sources
1bd3662d784840e410d2d3c0a1040277f7f549089447359f01e05c2559cb1f17,sha256,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,77,6,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
20ed21bfdb7aa970b12e7368eba8e26a711752f1cc5416b6fd6629d0e2a44e5d,sha256,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,,,,Palo Alto Networks Unit 42,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,2026-08-25T10:00:57Z,,,,2026-09-20T13:00:00.081404Z,74,7,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution"", ""url"": ""https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/"", ""published_at"": ""2026-08-25T10:00:57Z"", ""updated_at"": null, ""reliability"": 0.92}]"
228c316455d5ed69232adcbe9acd033092f200014cfa7ed40d6c382f07b19b82,sha256,The story behind the intelligence,,,,Cisco Talos,The story behind the intelligence,https://blog.talosintelligence.com/the-story-behind-the-intelligence/,2026-09-03T18:00:13Z,2026-09-09T19:22:24Z,,,2026-09-20T13:00:00.081404Z,74,7,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""The story behind the intelligence"", ""url"": ""https://blog.talosintelligence.com/the-story-behind-the-intelligence/"", ""published_at"": ""2026-09-03T18:00:13Z"", ""updated_at"": ""2026-09-09T19:22:24Z"", ""reliability"": 0.92}]"
24ab9fe5d5be62d3bf055a0ca4508e8bca2996b6d78649dce8145d8a27bc1c5b,sha256,Spring Ring: An Inside Look at Voice Phishing Campaigns in Microsoft Teams,,,,Palo Alto Networks Unit 42,Spring Ring: An Inside Look at Voice Phishing Campaigns in Microsoft Teams,https://unit42.paloaltonetworks.com/spring-ring-voice-phishing-campaigns/,2026-08-31T10:00:36Z,2026-08-31T13:55:32Z,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Spring Ring: An Inside Look at Voice Phishing Campaigns in Microsoft Teams"", ""url"": ""https://unit42.paloaltonetworks.com/spring-ring-voice-phishing-campaigns/"", ""published_at"": ""2026-08-31T10:00:36Z"", ""updated_at"": ""2026-08-31T13:55:32Z"", ""reliability"": 0.92}]"
24fa02c3f6ab460648f2c1274aefffb3e25569b5afdcb0d4a5918c7c742780f1,sha256,Is Cyber missing the Marque?,,,,Cisco Talos,Is Cyber missing the Marque?,https://blog.talosintelligence.com/is-cyber-missing-the-marque/,2026-08-20T18:00:18Z,2026-08-27T18:02:59Z,,,2026-09-20T13:00:00.081404Z,74,7,12,90,82,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""Is Cyber missing the Marque?"", ""url"": ""https://blog.talosintelligence.com/is-cyber-missing-the-marque/"", ""published_at"": ""2026-08-20T18:00:18Z"", ""updated_at"": ""2026-08-27T18:02:59Z"", ""reliability"": 0.92}]"
25558ea78c4aa0fdd0f45fafcaa546d3115dc5806809d144a5801a40e48fd4c5,sha256,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
279d04c0cfd700c8bcb9acbed528131d3ffef8e25d12713e8649772739aecb92,sha256,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",,,,Cisco Talos,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",https://blog.talosintelligence.com/clearfake-webdav-infection-chain/,2026-09-08T10:01:07Z,2026-09-10T09:03:00Z,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager"", ""url"": ""https://blog.talosintelligence.com/clearfake-webdav-infection-chain/"", ""published_at"": ""2026-09-08T10:01:07Z"", ""updated_at"": ""2026-09-10T09:03:00Z"", ""reliability"": 0.92}]"
2c6e11027b011042c9a118fc20728f8f4ebb6be8795cc84cc9a45622c297d354,sha256,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
2ec2e85b0358e0c681cb5067489a9086ec97dbbf7e3c952dd9cd496b319d5af5,sha256,Kimwolf v7: An Evolution of the Kimwolf Botnet,,,,Palo Alto Networks Unit 42,Kimwolf v7: An Evolution of the Kimwolf Botnet,https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/,2026-08-11T10:00:16Z,2026-08-19T12:03:26Z,,,2026-09-20T13:00:00.081404Z,74,6,8,90,62,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Kimwolf v7: An Evolution of the Kimwolf Botnet"", ""url"": ""https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/"", ""published_at"": ""2026-08-11T10:00:16Z"", ""updated_at"": ""2026-08-19T12:03:26Z"", ""reliability"": 0.92}]"
3052bd320a34e12ee694811ed0578797477dfd480c664491e509ed15ce1a6961,sha256,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
345222bca004595977f971d76900b0c65fd9bf9d91c50cd0c5bf5a93f1ad9e49,sha256,Kimwolf v7: An Evolution of the Kimwolf Botnet,,,,Palo Alto Networks Unit 42,Kimwolf v7: An Evolution of the Kimwolf Botnet,https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/,2026-08-11T10:00:16Z,2026-08-19T12:03:26Z,,,2026-09-20T13:00:00.081404Z,74,6,8,90,62,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Kimwolf v7: An Evolution of the Kimwolf Botnet"", ""url"": ""https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/"", ""published_at"": ""2026-08-11T10:00:16Z"", ""updated_at"": ""2026-08-19T12:03:26Z"", ""reliability"": 0.92}]"
38d053135ddceaef0abb8296f3b0bf6114b25e10e6fa1bb8050aeecec4ba8f55,sha256,Should you care about an “AI slowdown?”,,,,Cisco Talos,"Should you care about an “AI slowdown?”;The story behind the intelligence;“Sorry, I can’t help with that”: How your guardrails might become the attacker’s best friend",https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/;https://blog.talosintelligence.com/sorry-i-cant-help-with-that-how-your-guardrails-might-become-the-attackers-best-friend/;https://blog.talosintelligence.com/the-story-behind-the-intelligence/,2026-08-27T18:00:24Z;2026-09-03T18:00:13Z;2026-09-17T18:00:23Z,2026-09-03T18:02:22Z;2026-09-09T19:22:24Z;2026-09-17T18:00:23Z,,,2026-09-20T13:00:00.081404Z,94,7,15,90,80,180,180,30,30,,,False,3,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""Should you care about an “AI slowdown?”"", ""url"": ""https://blog.talosintelligence.com/should-you-care-about-an-ai-slowdown/"", ""published_at"": ""2026-09-17T18:00:23Z"", ""updated_at"": ""2026-09-17T18:00:23Z"", ""reliability"": 0.92}, {""organization"": ""Cisco Talos"", ""article_title"": ""The story behind the intelligence"", ""url"": ""https://blog.talosintelligence.com/the-story-behind-the-intelligence/"", ""published_at"": ""2026-09-03T18:00:13Z"", ""updated_at"": ""2026-09-09T19:22:24Z"", ""reliability"": 0.92}, {""organization"": ""Cisco Talos"", ""article_title"": ""“Sorry, I can’t help with that”: How your guardrails might become the attacker’s best friend"", ""url"": ""https://blog.talosintelligence.com/sorry-i-cant-help-with-that-how-your-guardrails-might-become-the-attackers-best-friend/"", ""published_at"": ""2026-08-27T18:00:24Z"", ""updated_at"": ""2026-09-03T18:02:22Z"", ""reliability"": 0.92}]"
40228af4d9a094f0fef2d7a303a3b6a689c4b4eba2fa9f7da5125b81d2d68ec8,sha256,The Machine With Many Faces: Post-Exploitation Identity Misuse in SPIFFE/SPIRE,,,,Palo Alto Networks Unit 42,The Machine With Many Faces: Post-Exploitation Identity Misuse in SPIFFE/SPIRE,https://unit42.paloaltonetworks.com/kubernetes-spiffe-spire-identity-spoofing/,2026-09-10T10:00:43Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,81,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""The Machine With Many Faces: Post-Exploitation Identity Misuse in SPIFFE/SPIRE"", ""url"": ""https://unit42.paloaltonetworks.com/kubernetes-spiffe-spire-identity-spoofing/"", ""published_at"": ""2026-09-10T10:00:43Z"", ""updated_at"": null, ""reliability"": 0.92}]"
406647de09a0ffa279756b4ccb344b1b76a333320c5b50fd367901fa006cf0ff,sha256,Kimwolf v7: An Evolution of the Kimwolf Botnet,,,,Palo Alto Networks Unit 42,Kimwolf v7: An Evolution of the Kimwolf Botnet,https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/,2026-08-11T10:00:16Z,2026-08-19T12:03:26Z,,,2026-09-20T13:00:00.081404Z,74,6,8,90,62,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Kimwolf v7: An Evolution of the Kimwolf Botnet"", ""url"": ""https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/"", ""published_at"": ""2026-08-11T10:00:16Z"", ""updated_at"": ""2026-08-19T12:03:26Z"", ""reliability"": 0.92}]"
421111a57b0a4224c052fa4108d90429d579974b5b5111ed2e58516ba09422ca,sha256,Kimwolf v7: An Evolution of the Kimwolf Botnet,,,,Palo Alto Networks Unit 42,Kimwolf v7: An Evolution of the Kimwolf Botnet,https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/,2026-08-11T10:00:16Z,2026-08-19T12:03:26Z,,,2026-09-20T13:00:00.081404Z,74,6,8,90,62,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Kimwolf v7: An Evolution of the Kimwolf Botnet"", ""url"": ""https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/"", ""published_at"": ""2026-08-11T10:00:16Z"", ""updated_at"": ""2026-08-19T12:03:26Z"", ""reliability"": 0.92}]"
4504006d1911057be42435d4625f03d83c4d0b7b6898d14beb9cdeba6cf667b9,sha256,Atomic macOS (AMOS) Stealer Activity,,,,Palo Alto Networks Unit 42,Atomic macOS (AMOS) Stealer Activity,https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/,2026-09-16T10:00:06Z,2026-09-16T16:50:27Z,,,2026-09-20T13:00:00.081404Z,74,7,15,90,70,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Atomic macOS (AMOS) Stealer Activity"", ""url"": ""https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/"", ""published_at"": ""2026-09-16T10:00:06Z"", ""updated_at"": ""2026-09-16T16:50:27Z"", ""reliability"": 0.92}]"
46ac289ce0c13666de616446f5d5a68da8bd150f4f065c3bec02f63776d3899c,sha256,Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America,,,,Palo Alto Networks Unit 42,Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America,https://unit42.paloaltonetworks.com/ai-tool-use-targeting-latam-orgs/,2026-09-03T10:00:58Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America"", ""url"": ""https://unit42.paloaltonetworks.com/ai-tool-use-targeting-latam-orgs/"", ""published_at"": ""2026-09-03T10:00:58Z"", ""updated_at"": null, ""reliability"": 0.92}]"
4cfdcae6dd1d6d98b870c8f0654d504f2bf10479a117dc297de789c249dc389d,sha256,Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/02/impersonating-it-support-threat-actors-turn-remote-session-into-enterprise-wide-access/,2026-09-02T22:51:18Z,2026-09-02T22:51:21Z,,,2026-09-20T13:00:00.081404Z,77,8,12,90,69,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/02/impersonating-it-support-threat-actors-turn-remote-session-into-enterprise-wide-access/"", ""published_at"": ""2026-09-02T22:51:18Z"", ""updated_at"": ""2026-09-02T22:51:21Z"", ""reliability"": 0.96}]"
4e218e70afdbb116209ec0ebe8fc556e296e69648aa4e0425b83c0e863a8fee5,sha256,Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America,,,,Palo Alto Networks Unit 42,Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America,https://unit42.paloaltonetworks.com/ai-tool-use-targeting-latam-orgs/,2026-09-03T10:00:58Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Attackers Expose Ongoing AI Tool Use Targeting Organizations in Latin America"", ""url"": ""https://unit42.paloaltonetworks.com/ai-tool-use-targeting-latam-orgs/"", ""published_at"": ""2026-09-03T10:00:58Z"", ""updated_at"": null, ""reliability"": 0.92}]"
4fb58687a364c3f6d6f7e0ca03654f9dec0f8832a499d61d40b0d424db1b1b14,sha256,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,,,,Palo Alto Networks Unit 42,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,2026-08-25T10:00:57Z,,,,2026-09-20T13:00:00.081404Z,74,7,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution"", ""url"": ""https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/"", ""published_at"": ""2026-08-25T10:00:57Z"", ""updated_at"": null, ""reliability"": 0.92}]"
5226ea8e0f516565ba825a1bbed10020982c16414750237068b602c5b4ac6abd,sha256,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,,,,Palo Alto Networks Unit 42,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,2026-08-25T10:00:57Z,,,,2026-09-20T13:00:00.081404Z,74,7,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution"", ""url"": ""https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/"", ""published_at"": ""2026-08-25T10:00:57Z"", ""updated_at"": null, ""reliability"": 0.92}]"
553ce594c9c6afdd4794fddc28c194e3bc3c1b052310e5099c58ac15bab72104,sha256,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
5bb86c1cd08fe5e1516cba35c85fc03e503bd1b5469113ffa1f1b9e10897f811,sha256,"We've got one word for it, and it's usually the wrong one",,,,Cisco Talos,"We've got one word for it, and it's usually the wrong one",https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/,2026-09-10T18:00:15Z,2026-09-10T18:00:15Z,,,2026-09-20T13:00:00.081404Z,74,7,12,90,82,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""We've got one word for it, and it's usually the wrong one"", ""url"": ""https://blog.talosintelligence.com/weve-got-one-word-for-it-and-its-usually-the-wrong-one/"", ""published_at"": ""2026-09-10T18:00:15Z"", ""updated_at"": ""2026-09-10T18:00:15Z"", ""reliability"": 0.92}]"
608e70d1338612686917ee5cd300ff7ed8e318dfd787a50257f92142e99bd688,sha256,Atomic macOS (AMOS) Stealer Activity,,,,Palo Alto Networks Unit 42,Atomic macOS (AMOS) Stealer Activity,https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/,2026-09-16T10:00:06Z,2026-09-16T16:50:27Z,,,2026-09-20T13:00:00.081404Z,74,7,15,90,70,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Atomic macOS (AMOS) Stealer Activity"", ""url"": ""https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/"", ""published_at"": ""2026-09-16T10:00:06Z"", ""updated_at"": ""2026-09-16T16:50:27Z"", ""reliability"": 0.92}]"
62d49d0c78207ec2452cc8a30501db771c9edbae89889e41a7dd227551243e8e,sha256,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
643ef35536ff9273fb84b8504467b1a5645cd3ffd5476d64b99244b02131b205,sha256,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",,,,Cisco Talos,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",https://blog.talosintelligence.com/clearfake-webdav-infection-chain/,2026-09-08T10:01:07Z,2026-09-10T09:03:00Z,,,2026-09-20T13:00:00.081404Z,74,6,12,90,66,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager"", ""url"": ""https://blog.talosintelligence.com/clearfake-webdav-infection-chain/"", ""published_at"": ""2026-09-08T10:01:07Z"", ""updated_at"": ""2026-09-10T09:03:00Z"", ""reliability"": 0.92}]"
66dbf939c00b09d8d22c692864b68c4a602e7a59c4b925b2e2bef57b1ad047bd,sha256,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,,,,Palo Alto Networks Unit 42,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,2026-08-25T10:00:57Z,,,,2026-09-20T13:00:00.081404Z,74,7,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution"", ""url"": ""https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/"", ""published_at"": ""2026-08-25T10:00:57Z"", ""updated_at"": null, ""reliability"": 0.92}]"
676a2a7b94ca2f8ec76352ee656e4d075bb342bd7ad6efbc7c19c060001eace7,sha256,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,77,6,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
69e10e0cb7bb2137ebea12971adb02c662cf5543a4f8c9530812bcbf7b183a23,sha256,Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/02/impersonating-it-support-threat-actors-turn-remote-session-into-enterprise-wide-access/,2026-09-02T22:51:18Z,2026-09-02T22:51:21Z,,,2026-09-20T13:00:00.081404Z,77,8,12,90,69,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Impersonating IT support: how threat actors turn a remote session into enterprise-wide access | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/02/impersonating-it-support-threat-actors-turn-remote-session-into-enterprise-wide-access/"", ""published_at"": ""2026-09-02T22:51:18Z"", ""updated_at"": ""2026-09-02T22:51:21Z"", ""reliability"": 0.96}]"
6bfcdb4920383375b7e519918df7eb4db751b974b5571a15ce66b82478012620,sha256,Atomic macOS (AMOS) Stealer Activity,,,,Palo Alto Networks Unit 42,Atomic macOS (AMOS) Stealer Activity,https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/,2026-09-16T10:00:06Z,2026-09-16T16:50:27Z,,,2026-09-20T13:00:00.081404Z,74,7,15,90,70,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Atomic macOS (AMOS) Stealer Activity"", ""url"": ""https://unit42.paloaltonetworks.com/atomic-macos-amos-stealer-activity/"", ""published_at"": ""2026-09-16T10:00:06Z"", ""updated_at"": ""2026-09-16T16:50:27Z"", ""reliability"": 0.92}]"
6d6ba2bc9ad414837826f7278bc3e0116f1aeda02d0c2284ed65819f5d9180a8,sha256,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,77,6,12,90,67,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
6f98add5d1a7729192b6ad8491d85c505c64836f7881742d6b93bd8e3d2fe461,sha256,Active exploitation of Cisco Secure Firewall Management Center vulnerabilities,,,,Cisco Talos,Active exploitation of Cisco Secure Firewall Management Center vulnerabilities,https://blog.talosintelligence.com/fmc-ongoing-exploitation/,2026-09-09T16:08:59Z,2026-09-10T17:04:27Z,,,2026-09-20T13:00:00.081404Z,74,9,12,90,84,180,180,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""Active exploitation of Cisco Secure Firewall Management Center vulnerabilities"", ""url"": ""https://blog.talosintelligence.com/fmc-ongoing-exploitation/"", ""published_at"": ""2026-09-09T16:08:59Z"", ""updated_at"": ""2026-09-10T17:04:27Z"", ""reliability"": 0.92}]"
